jahr,bfs_nummer,bfs_bezeichnung,administrative_ebene,indikator,wirtschaftssektor,anzahl
2015,2865,Wenslingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2865,Wenslingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2866,Wintersingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2015,2866,Wintersingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2867,Wittinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2867,Wittinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2015,2867,Wittinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2015,2867,Wittinsburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2015,2881,Arboldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2881,Arboldswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2881,Arboldswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2015,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2015,2882,Bennwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2015,2882,Bennwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2015,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2884,Diegten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2884,Diegten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2884,Diegten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2884,Diegten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2015,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2885,Eptingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2885,Eptingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2015,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2015,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,8
2015,2886,Hölstein,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2015,2886,Hölstein,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2015,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2887,Lampenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2015,2887,Lampenberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2015,2887,Lampenberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2015,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2015,2888,Langenbruck,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2888,Langenbruck,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2015,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2015,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2889,Lauwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2890,Liedertswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2015,2890,Liedertswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2015,2891,Niederdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2891,Niederdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2891,Niederdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,6
2015,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2015,2893,Reigoldswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2015,2893,Reigoldswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2015,2893,Reigoldswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2015,2894,Titterten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2894,Titterten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2894,Titterten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2894,Titterten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2015,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2015,2895,Waldenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2015,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2015,2895,Waldenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,17
2014,2762,Allschwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,83
2014,2762,Allschwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,14
2014,2762,Allschwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,53
2014,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2763,Arlesheim,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,57
2014,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2763,Arlesheim,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,53
2014,2765,Binningen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,8
2014,2765,Binningen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,83
2014,2765,Binningen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,13
2014,2765,Binningen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,68
2014,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,7
2014,2766,Birsfelden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,27
2014,2766,Birsfelden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,8
2014,2766,Birsfelden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,25
2014,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2767,Bottmingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,24
2014,2767,Bottmingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2767,Bottmingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,24
2014,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2014,2768,Ettingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,19
2014,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2768,Ettingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,17
2014,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,6
2014,2769,Münchenstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,36
2014,2769,Münchenstein,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,8
2014,2769,Münchenstein,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,41
2014,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,7
2014,2770,Muttenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,72
2014,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,15
2014,2770,Muttenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,60
2014,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2772,Pfeffingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,9
2014,2772,Pfeffingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2772,Pfeffingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,8
2014,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2774,Schönenbuch,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2014,2774,Schönenbuch,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2774,Schönenbuch,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2775,Therwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,6
2014,2775,Therwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,33
2014,2775,Therwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2775,Therwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,21
2014,2781,Blauen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2781,Blauen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2781,Blauen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2781,Blauen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2782,Brislach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2782,Brislach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2014,2782,Brislach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2782,Brislach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2014,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2784,Dittingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2014,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2784,Dittingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2785,Duggingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,8
2014,2785,Duggingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2785,Duggingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2786,Grellingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2786,Grellingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2014,2787,Laufen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,5
2014,2787,Laufen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,25
2014,2787,Laufen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2014,2787,Laufen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,19
2014,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2788,Liesberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2014,2788,Liesberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2788,Liesberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2014,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2789,Nenzlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2789,Nenzlingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2790,Roggenburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2014,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2790,Roggenburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2791,Röschenz,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,8
2014,2791,Röschenz,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2791,Röschenz,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2792,Wahlen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2014,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2792,Wahlen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2821,Arisdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2014,2821,Arisdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2821,Arisdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2822,Augst,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2822,Augst,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2014,2822,Augst,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2822,Augst,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2823,Bubendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,24
2014,2823,Bubendorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2014,2823,Bubendorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,19
2014,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2824,Frenkendorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,20
2014,2824,Frenkendorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2824,Frenkendorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,14
2014,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2825,Füllinsdorf,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,15
2014,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2825,Füllinsdorf,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,11
2014,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2826,Giebenach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2014,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2826,Giebenach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2827,Hersberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2827,Hersberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2827,Hersberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2014,2828,Lausen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,6
2014,2828,Lausen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,20
2014,2828,Lausen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2828,Lausen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,17
2014,2829,Liestal,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,17
2014,2829,Liestal,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,78
2014,2829,Liestal,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,9
2014,2829,Liestal,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,47
2014,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2830,Lupsingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,6
2014,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2830,Lupsingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2014,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,10
2014,2831,Pratteln,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,69
2014,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,6
2014,2831,Pratteln,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,48
2014,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2832,Ramlinsburg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2014,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2832,Ramlinsburg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2833,Seltisberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2833,Seltisberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2841,Anwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2841,Anwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,4
2014,2841,Anwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2841,Anwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2842,Böckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2842,Böckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2842,Böckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2842,Böckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2843,Buckten,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2843,Buckten,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2843,Buckten,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2843,Buckten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2844,Buus,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2844,Buus,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,7
2014,2844,Buus,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2844,Buus,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2845,Diepflingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2845,Diepflingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2845,Diepflingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2014,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,4
2014,2846,Gelterkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,25
2014,2846,Gelterkinden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,4
2014,2846,Gelterkinden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,19
2014,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2847,Häfelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2847,Häfelfingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2847,Häfelfingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2014,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2848,Hemmiken,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2014,2848,Hemmiken,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2848,Hemmiken,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2014,2849,Itingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2849,Itingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,11
2014,2849,Itingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2849,Itingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,7
2014,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2850,Känerkinden,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2014,2850,Känerkinden,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2850,Känerkinden,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2852,Läufelfingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2014,2852,Läufelfingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2852,Läufelfingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2853,Maisprach,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2853,Maisprach,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2853,Maisprach,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2854,Nusshof,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2854,Nusshof,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2854,Nusshof,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2855,Oltingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2855,Oltingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2855,Oltingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2014,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2856,Ormalingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2014,2856,Ormalingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2856,Ormalingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2858,Rothenfluh,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2858,Rothenfluh,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2858,Rothenfluh,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2859,Rümlingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2014,2859,Rümlingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2859,Rümlingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,0
2014,2860,Rünenberg,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2860,Rünenberg,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2860,Rünenberg,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2860,Rünenberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2862,Tecknau,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2863,Tenniken,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2863,Tenniken,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2863,Tenniken,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2864,Thürnen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2865,Wenslingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2865,Wenslingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,5
2014,2866,Wintersingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2866,Wintersingen,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2866,Wintersingen,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2881,Arboldswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2881,Arboldswil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2882,Bennwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2014,2883,Bretzwil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2883,Bretzwil,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,( )
2014,2884,Diegten,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,5
2014,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2885,Eptingen,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,( )
2014,2886,Hölstein,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,15
2014,2886,Hölstein,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2886,Hölstein,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,9
2014,2887,Lampenberg,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2888,Langenbruck,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2888,Langenbruck,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
2014,2888,Langenbruck,Gemeinde,Unternehmensschliessungen,Tertiärer Sektor,4
2014,2889,Lauwil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,0
2014,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Sekundärer Sektor,( )
2014,2890,Liedertswil,Gemeinde,Unternehmensneugründungen,Tertiärer Sektor,0
2014,2890,Liedertswil,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,0
2014,2891,Niederdorf,Gemeinde,Unternehmensschliessungen,Sekundärer Sektor,( )
